,Product,SKU,MPN,RRP,CurrentPrice,URL
309,Lotus Earrings,13525247,3SLTUSE,£239.00,£143.40,https://www.clogauoutlet.co.uk/jewellery-clothing-women-acc/lotus-earrings/13525247.html
310,Welsh Royalty Stud Earrings,13525248,3SQAE2,£79.00,£47.40,https://www.clogauoutlet.co.uk/jewellery-clothing-women-acc/welsh-royalty-stud-earrings/13525248.html
311,Tree of Life® Half Hoop Earrings,13525249,3STLBWE,£219.00,£131.40,https://www.clogauoutlet.co.uk/jewellery-clothing-women-acc/tree-of-life-half-hoop-earrings/13525249.html
312,Clogau Signature Button Cufflinks,13525250,3SCBHCL,£250.00,£150.00,https://www.clogauoutlet.co.uk/jewellery-clothing-women-acc/clogau-signature-button-cufflinks/13525250.html
313,Clogau Vintage Globe Milestones Bead Charm,13525251,3SLLC158,£99.00,£59.40,https://www.clogauoutlet.co.uk/jewellery-clothing-women-acc/clogau-vintage-globe-milestones-bead-charm/13525251.html
314,Clogau Forget Me Not Milestones Bead Charm,13525252,3SLLC235,£169.00,£101.40,https://www.clogauoutlet.co.uk/jewellery-clothing-women-acc/clogau-forget-me-not-milestones-bead-charm/13525252.html
315,Clogau Four Leaf Clover Milestones Bead Charm,13525253,3SLLC278,£139.00,£83.40,https://www.clogauoutlet.co.uk/jewellery-clothing-women-acc/clogau-four-leaf-clover-milestones-bead-charm/13525253.html
316,Clogau Cariad Safety Chain Milestones Bead Charm,13525254,3SLLC286,£129.00,£77.40,https://www.clogauoutlet.co.uk/jewellery-clothing-women-acc/clogau-cariad-safety-chain-milestones-bead-charm/13525254.html
317,Clogau Horseshoe Milestones Bead Charm,13525255,3SLLC453,£79.00,£47.40,https://www.clogauoutlet.co.uk/jewellery-clothing-women-acc/clogau-horseshoe-milestones-bead-charm/13525255.html
318,Clogau Lamb Milestones Bead Charm,13525256,3SLLC455,£79.00,£47.40,https://www.clogauoutlet.co.uk/jewellery-clothing-women-acc/clogau-lamb-milestones-bead-charm/13525256.html
319,Clogau Honey Bee Milestones Bead Charm,13525257,3SLLC581,£69.00,£41.40,https://www.clogauoutlet.co.uk/jewellery-clothing-women-acc/clogau-honey-bee-milestones-bead-charm/13525257.html
320,Clogau Celtic Cross Charm,13525258,3SLLC586,£89.00,£53.40,https://www.clogauoutlet.co.uk/jewellery-clothing-women-acc/clogau-celtic-cross-charm/13525258.html
321,Clogau Pig Milestones Bead Charm,13525259,3SLLC587,£59.00,£35.40,https://www.clogauoutlet.co.uk/jewellery-clothing-women-acc/clogau-pig-milestones-bead-charm/13525259.html
322,Clogau Elephant Milestones Bead Charm,13525260,3SLLC589,£69.00,£41.40,https://www.clogauoutlet.co.uk/jewellery-clothing-women-acc/clogau-elephant-milestones-bead-charm/13525260.html
323,Clogau Harp Milestones Bead Charm,13525261,3SLLC590,£79.00,£47.40,https://www.clogauoutlet.co.uk/jewellery-clothing-women-acc/clogau-harp-milestones-bead-charm/13525261.html
324,Clogau Signature Button Pendant,13525262,3SCBHP1,£189.00,£113.40,https://www.clogauoutlet.co.uk/jewellery-clothing-women-acc/clogau-signature-button-pendant/13525262.html
325,Clogau Blossom Circle Pendant,13525263,3SFCP1,£270.00,£162.00,https://www.clogauoutlet.co.uk/jewellery-clothing-women-acc/clogau-blossom-circle-pendant/13525263.html
326,Clogau Blossom Engravable Circle Pendant,13525264,3SFECP2,£159.00,£95.40,https://www.clogauoutlet.co.uk/jewellery-clothing-women-acc/clogau-blossom-engravable-circle-pendant/13525264.html
327,Clogau Honey Bee Lariat,13525265,3SHNBLP,£189.00,£113.40,https://www.clogauoutlet.co.uk/jewellery-clothing-women-acc/clogau-honey-bee-lariat/13525265.html
328,Clogau Lotus Pendant,13525266,3SLTUP,£209.00,£125.40,https://www.clogauoutlet.co.uk/jewellery-clothing-women-acc/clogau-lotus-pendant/13525266.html
329,Clogau Tree of Life Black Onyx Pendant,13525267,3SNTLCOP,£149.00,£89.40,https://www.clogauoutlet.co.uk/jewellery-clothing-women-acc/clogau-tree-of-life-black-onyx-pendant/13525267.html
330,Clogau Welsh Royalty White Topaz Necklace,13525268,3SQAN2,£129.00,£77.40,https://www.clogauoutlet.co.uk/jewellery-clothing-women-acc/clogau-welsh-royalty-white-topaz-necklace/13525268.html
331,Clogau Tudor Court Pendant,13525269,3STDCP3,£149.00,£89.40,https://www.clogauoutlet.co.uk/jewellery-clothing-women-acc/clogau-tudor-court-pendant/13525269.html
332,Clogau Tree of Life Circle Pendant,13525270,3STOLP7,£109.00,£65.40,https://www.clogauoutlet.co.uk/jewellery-clothing-women-acc/clogau-tree-of-life-circle-pendant/13525270.html
333,Signature Button Ring,13525271,3SCBHR,£149.00,£89.40,https://www.clogauoutlet.co.uk/jewellery-clothing-women-acc/signature-button-ring/13525271.html
334,Eternal Love Affinity Stacking Ring,13525280,3SELDSR,£250.00,£150.00,https://www.clogauoutlet.co.uk/jewellery-clothing-women-acc/eternal-love-affinity-stacking-ring/13525280.html
335,Tree of Life® Origin Ring,13525291,3SENGTOL2,£129.00,£77.40,https://www.clogauoutlet.co.uk/jewellery-clothing-women-acc/tree-of-life-origin-ring/13525291.html
336,Blossom Stacking Ring,13525301,3SFCR1,£79.00,£47.40,https://www.clogauoutlet.co.uk/jewellery-clothing-women-acc/blossom-stacking-ring/13525301.html
337,Blossom Ring,13525311,3SFCR2,£99.00,£59.40,https://www.clogauoutlet.co.uk/jewellery-clothing-women-acc/blossom-ring/13525311.html
338,Tree of Life® Clover Ring,13525320,3SLKR,£79.00,£47.40,https://www.clogauoutlet.co.uk/jewellery-clothing-women-acc/tree-of-life-clover-ring/13525320.html
339,Lotus Ring,13525330,3SLTUR,£179.00,£107.40,https://www.clogauoutlet.co.uk/jewellery-clothing-women-acc/lotus-ring/13525330.html
340,Tree of Life® Ring,13525341,3SNTLCR,£129.00,£77.40,https://www.clogauoutlet.co.uk/jewellery-clothing-women-acc/tree-of-life-ring/13525341.html
341,Welsh Royalty Anniversary White Topaz Ring,13525353,3SQAR,£89.00,£53.40,https://www.clogauoutlet.co.uk/jewellery-clothing-women-acc/welsh-royalty-anniversary-white-topaz-ring/13525353.html
342,Tudor Court Ring,13525363,3STDCR3,£159.00,£95.40,https://www.clogauoutlet.co.uk/jewellery-clothing-women-acc/tudor-court-ring/13525363.html
343,Tree of Life® White Topaz Heart Ring,13525374,3STLDR,£99.00,£59.40,https://www.clogauoutlet.co.uk/jewellery-clothing-women-acc/tree-of-life-white-topaz-heart-ring/13525374.html
344,Tree of Life® Zircon Ring,13525385,XX3STOLZTR,£109.00,£65.40,https://www.clogauoutlet.co.uk/jewellery-clothing-women-acc/tree-of-life-zircon-ring/13525385.html
345,Clogau Grey Tree of Life Watch,13525397,4STCLW31,£330.00,£198.00,https://www.clogauoutlet.co.uk/jewellery-clothing-women-acc/clogau-grey-tree-of-life-watch/13525397.html
346,Clogau Ivory Tree of Life Watch,13525398,4STCLW32,£330.00,£198.00,https://www.clogauoutlet.co.uk/jewellery-clothing-women-acc/clogau-ivory-tree-of-life-watch/13525398.html
347,Clogau Rose Stainless Steel Clogau Baroque Watch,13525399,4STCLW41,£600.00,£360.00,https://www.clogauoutlet.co.uk/jewellery-clothing-women-acc/clogau-rose-stainless-steel-clogau-baroque-watch/13525399.html
348,Clogau Stainless Steel Clogau Baroque Watch,13525400,4STCLW42,£600.00,£360.00,https://www.clogauoutlet.co.uk/jewellery-clothing-women-acc/clogau-stainless-steel-clogau-baroque-watch/13525400.html
349,Clogau Baroque Watch,13525401,4STCLW43-M,None,None,https://www.clogauoutlet.co.uk/jewellery-clothing-women-acc/clogau-baroque-watch/13525401.html
350,Clogau Tree of Life Watch,13525404,4STCLW49,£350.00,£210.00,https://www.clogauoutlet.co.uk/jewellery-clothing-women-acc/clogau-tree-of-life-watch/13525404.html
351,Clogau WRU White Mother of Pearl Stainless Steel Watch,13525405,4STCLW53,£600.00,£360.00,https://www.clogauoutlet.co.uk/clothing-accessories/clogau-wru-white-mother-of-pearl-stainless-steel-watch/13525405.html
352,Clogau Rose Plated Stainless Steel Watch,13525406,4STCLW54,£580.00,£348.00,https://www.clogauoutlet.co.uk/clothing-accessories/clogau-rose-plated-stainless-steel-watch/13525406.html
353,Clogau Am Byth Affinity Bead Bracelet,13525407,3SBB1-M,£89.00,£53.40,https://www.clogauoutlet.co.uk/jewellery-clothing-women-acc/clogau-am-byth-affinity-bead-bracelet/13525407.html
354,Clogau Daisy Affinity Bead Bracelet,13525410,3SBB44-M,£99.00,£59.40,https://www.clogauoutlet.co.uk/jewellery-clothing-women-acc/clogau-daisy-affinity-bead-bracelet/13525410.html
355,Clogau Celebration Affinity Bead Bracelet,13525413,3SBB4-M,£99.00,£59.40,https://www.clogauoutlet.co.uk/jewellery-clothing-women-acc/clogau-celebration-affinity-bead-bracelet/13525413.html
356,Clogau Cariad Affinity Bead Bracelet 16.5-17.5cm,13525416,3SBB54S,£109.00,£65.40,https://www.clogauoutlet.co.uk/jewellery-clothing-women-acc/clogau-cariad-affinity-bead-bracelet-16.5-17.5cm/13525416.html
357,Clogau My True North Affinity Bead Bracelet,13525417,3SBB65-M,£109.00,£65.40,https://www.clogauoutlet.co.uk/jewellery-clothing-women-acc/clogau-my-true-north-affinity-bead-bracelet/13525417.html
358,Clogau Pineapple Affinity Bead Bracelet,13525420,3SBB86-M,£119.00,£71.40,https://www.clogauoutlet.co.uk/jewellery-clothing-women-acc/clogau-pineapple-affinity-bead-bracelet/13525420.html
359,Clogau Butterfly Affinity Bead Bracelet 16.5-17.5cm,13525423,3SBBR11S,£99.00,£59.40,https://www.clogauoutlet.co.uk/jewellery-clothing-women-acc/clogau-butterfly-affinity-bead-bracelet-16.5-17.5cm/13525423.html
360,Clogau Cariad Friendship Bracelet,13525424,3SCRCBR,£89.00,£53.40,https://www.clogauoutlet.co.uk/jewellery-clothing-women-acc/clogau-cariad-friendship-bracelet/13525424.html
361,Clogau Eternal Love Bangle,13525425,3SELB,£199.00,£119.40,https://www.clogauoutlet.co.uk/jewellery-clothing-women-acc/clogau-eternal-love-bangle/13525425.html
362,Clogau Blossom Circle Bracelet,13525426,3SFCBR,£189.00,£113.40,https://www.clogauoutlet.co.uk/jewellery-clothing-women-acc/clogau-blossom-circle-bracelet/13525426.html
363,Clogau Cariad Heart Milestones Bracelet (17cm),13525427,3SMSCHB17,£139.00,£83.40,https://www.clogauoutlet.co.uk/jewellery-clothing-women-acc/clogau-cariad-heart-milestones-bracelet-17cm/13525427.html
364,Clogau Tree of Life Milestones Bracelet (17cm),13525428,3SMSTB17,£139.00,£83.40,https://www.clogauoutlet.co.uk/jewellery-clothing-women-acc/clogau-tree-of-life-milestones-bracelet-17cm/13525428.html
365,Clogau Tudor Court Bangle,13525429,3STDCBG3,£350.00,£210.00,https://www.clogauoutlet.co.uk/jewellery-clothing-women-acc/clogau-tudor-court-bangle/13525429.html
366,Clogau Tree of Life White Topaz Bracelet,13525430,3STLBWBR,£179.00,£107.40,https://www.clogauoutlet.co.uk/jewellery-clothing-women-acc/clogau-tree-of-life-white-topaz-bracelet/13525430.html
367,Clogau Tree of Life Circle Bangle,13525431,3STOLBG7,£179.00,£107.40,https://www.clogauoutlet.co.uk/jewellery-clothing-women-acc/clogau-tree-of-life-circle-bangle/13525431.html
368,Clogau Tree of Life Circle Bracelet,13525432,3STOLBR7,£99.00,£59.40,https://www.clogauoutlet.co.uk/jewellery-clothing-women-acc/clogau-tree-of-life-circle-bracelet/13525432.html
